,Please use link below to make entry,,,,Top 10%,25-50%,75-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2015 16:16:24,2/9/2015,manoj518,Manoj,64%,,2173,85,112,103,,300,8,12,,20,38,358,No,No,0,358,Yes,1/2/2015,No,,,,,,FSW,,0,0,0,0,0
3/6/2015 20:01:27,11/10/1978,realdeal,Howard,64%,No,2171,65,126,115,0,306,2,0,0,2,50,358,No,No,0,358,Yes,,No,,,,,,FSW,,0,0,0,0,0
12/28/2014 23:55:08,12/28/2014,MRS,,64%,No,2131,100,112,99,0,311,8,12,0,20,26,357,No,No,0,357,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/31/2014 13:08:17,12/30/2014,Mandal342,,64%,Yes,2173,72,135,100,0,307,0,0,0,0,50,357,No,No,0,357,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/6/2015 10:36:26,1/2/2015,msragab,Mohamed Salaheldin,64%,No,2171,55,126,112,0,293,0,14,0,14,50,357,No,No,0,357,Yes,1/2/2015,,,,,,,FSW,,0,0,0,0,0
1/13/2015 14:53:55,1/6/2015,jap,jap,64%,No,2151,100,112,89,0,301,8,10,0,18,38,357,No,No,0,357,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
1/16/2015 20:42:16,1/16/2015,Sanjeev31aug,Sanjeev Saini,64%,Yes,2173,100,126,77,0,303,0,4,0,4,50,357,No,No,0,357,Yes,1/12/2015,,,,,,,FSW,,0,0,0,0,0
1/23/2015 1:42:37,1/22/2015,OR15090,pbsj,64%,No,2173,95,112,96,0,303,0,16,0,16,38,357,No,No,0,357,Yes,1/22/2015,,,,,,,FSW,,0,0,0,0,0
1/29/2015 21:10:26,1/9/2015,qwernet0,,64%,Yes,2133,85,126,92,0,303,0,4,,8,50,357,No,No,0,357,Yes,1/29/2015,,,,,,,FSW,,0,0,-4,0,-4
3/9/2015 2:18:52,3/8/2015,Mobinabasit,Mobina ,64%,Yes,4011,85,140,99,0,324,0,8,0,8,25,357,No,No,0,357,Yes,3/4/2015,No,,,,,,FSW,,0,0,0,0,0
3/21/2015 23:36:44,3/21/2015,nvnobre,natalia,64%,No,122,,,,,312,,,,20,25,357,No,No,0,357,Yes,3/16/2015,No,,,,,,,,332,332,0,0,0
12/22/2014 12:46:20,12/6/2014,bob,bob,66%,Yes,3233,100,126,102,0,328,8,20,0,28,100,356,No,No,0,356,Yes,1/1/2015,,,,,,,,,-100,-100,-100,0,-100
12/18/2014 15:46:44,12/18/2014,9f14078794,Sunil Ghimire,66%,No,2172,110,128,68,0,306,0,0,0,0,50,356,No,No,0,356,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/31/2014 22:11:29,12/31/2014,LFCM,,66%,Yes,112,55,112,90,,257,8,16,,24,75,356,No,No,0,356,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/12/2015 19:25:07,1/12/2015,nagavo,santhosh reddy,66%,No,2171,110,120,88,0,318,0,0,0,0,38,356,No,No,0,356,Yes,1/12/2015,,,,,,,FSW,,0,0,0,0,0
1/12/2015 19:17:24,1/12/2015,smartysanthosh,santhosh reddy,66%,No,2171,110,120,88,0,318,,,,0,38,356,No,No,0,356,Yes,1/12/2015,,,,,,,FSW,,0,0,0,0,0
2/13/2015 2:10:54,2/12/2015,arcbr,Márcio,66%,No,2171,110,120,88,0,318,0,0,0,0,38,356,No,No,0,356,Yes,1/2/2015,No,,,,,,FSW,,0,0,0,0,0
2/28/2015 12:19:21,2/28/2015,shraza85,Hammad Raza,66%,No,2281,88,120,110,0,318,0,0,0,0,38,356,No,No,0,356,Yes,1/28/2015,No,,,,,,FSW,,0,0,0,0,0
3/5/2015 15:08:40,3/5/2015,shakilkid,Shakil,66%,Yes,2281,,,,,306,,,,0,50,356,No,No,0,356,Yes,2/1/2015,No,,,,,,FSW,,306,306,0,0,0
3/23/2015 20:35:03,3/23/2015,harepkrishna,harepkrishna,66%,No,2173,110,120,88,,318,,,,0,38,356,No,No,0,356,Yes,2/11/2015,No,,,,,,"FSW, CEC",,,,,,
3/25/2015 23:46:01,3/2/2015,cristal,iana,66%,No,4011,70,140,96,25,25,,,,0,25,356,,No,0,356,Yes,3/2/2015,No,,,,,,FSW,,,,,,
,12/3/2014,MrBank,NA,67%,Yes,2113,85,126,116,0,327,8,20,0,28,0,355,No,No,0,355,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/12/2014 11:05:24,12/12/2014,mramosr85,Miguel,67%,Yes,2172,100,112,109,0,321,8,0,0,8,26,355,No,No,0,355,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/30/2014 0:12:40,12/29/2014,sarb13,Sarbdeep,67%,Yes,2173,95,112,77,0,284,9,12,0,21,50,355,No,No,0,355,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/8/2015 15:44:01,12/31/2014,eugenek,Eugene K,67%,No,2174,100,126,76,0,302,0,3,0,3,50,355,No,No,0,355,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
1/13/2015 14:54:53,1/13/2015,dilruk336,harsha,67%,No,2147,95,112,88,0,295,10,12,0,22,38,355,No,No,0,355,Yes,1/13/2015,,,,,,,,,0,0,0,0,0
1/22/2015 18:15:01,1/22/2015,BENALF,BENEDCT,67%,Yes,3,75,85,90,0,250,5,15,0,20,85,355,No,No,0,355,No,,,,,,,,,,0,0,0,0,0
1/25/2015 17:00:13,1/24/2015,sachinleo80,Sachin S,67%,No,4021,95,126,70,0,291,0,14,0,14,50,355,No,No,0,355,Yes,1/25/2015,,,,,,,FSW,,0,0,0,0,0
1/27/2015 16:50:54,1/27/2015,N/A,Pritha Roy,67%,No,5122,100,112,83,0,295,8,14,0,22,38,355,No,No,0,355,Yes,1/27/2015,,,,,,,FSW,,0,0,0,0,0
12/7/2014 13:20:15,12/7/2014,momuri,rizvee,68%,Yes,2173,95,119,82,0,296,8,0,0,8,50,354,No,No,0,354,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/14/2014 15:01:17,12/14/2014,abdhabi,abdhabi,68%,Yes,2173,85,112,109,0,306,0,10,0,10,38,354,No,No,0,354,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/24/2014 20:40:22,12/24/2014,joshirajen,Rajen Joshi,68%,Yes,2171,100,112,95,,307,9,0,0,9,38,354,No,No,0,354,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/14/2015 0:59:05,1/13/2015,abstriker,AB,68%,Yes,2173,80,119,105,0,304,0,0,0,0,50,354,No,No,0,354,Yes,1/13/2015,,,,,,,FSW,,0,0,0,0,0
1/19/2015 2:45:15,1/15/2015,cennabit,cennabit,68%,No,2174,99,120,97,0,316,0,0,0,0,38,354,No,No,0,354,Yes,1/19/2015,,,,,,,FSW,,0,0,0,0,0
1/26/2015 23:18:20,1/6/2015,ahmedali263,Ahmed,68%,No,512,100,126,103,0,329,0,0,0,0,25,354,No,No,0,354,Yes,1/26/2015,,,,,,,CEC,,0,0,0,0,0
1/30/2015 15:12:48,1/30/2015,rizb,riz,68%,No,4011,55,140,89,0,284,10,10,0,20,50,354,No,No,0,354,Yes,1/22/2015,,,,,,,FSW,,0,0,0,0,0
2/17/2015 14:04:56,12/2/2015,deepa,deepa,68%,Yes,2173,100,112,83,0,295,9,12,0,21,38,354,No,No,0,354,Yes,12/2/2015,No,,,,,,FSW,,0,0,0,0,0
3/6/2015 16:08:08,3/6/2015,DimaK,Dima,68%,No,2241,95,119,90,0,304,0,0,0,0,50,354,,No,0,354,Yes,2/22/2015,No,,,,,,FSW,,0,0,0,0,0
12/3/2014 14:12:01,12/3/2014,gauransh83,Gauransh,69%,Yes,2171,90,112,93,0,295,9,10,0,19,38,353,No,No,0,353,Yes,1/1/2015,,,,,,,,,1,1,1,0,1
12/3/2014 15:02:06,12/3/2014,Lalitt,Lalit,69%,No,2173,85,119,77,0,281,8,14,0,22,50,353,No,No,0,353,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/8/2014 21:14:05,12/8/2014,ram_29,Md Abdur Rahim,69%,No,4162,100,126,76,,302,10,16,0,26,25,353,No,No,0,353,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/21/2014 12:26:17,12/20/2014,ACTION2000,,69%,No,3131,55,126,102,0,283,8,20,0,20,50,353,No,No,0,353,Yes,1/1/2015,,,,,,,,,-8,-8,0,0,0
1/11/2015 19:05:47,1/4/2015,sagedeo,Sage Deo,69%,Yes,611,100,126,83,0,309,0,6,0,6,25,340,No,No,0,353,Yes,1/4/2015,,,,,,,FSW,,13,0,13,13,0
2/16/2015 14:34:00,1/12/2015,rush4canada,rush4canada,69%,Yes,2173,90,112,92,,294,9,12,,12,38,353,No,No,0,353,Yes,,No,,,,,,FSW,,0,0,9,0,9
1/20/2015 11:50:46,1/20/2015,Ravish Fatima,Ravish Fatima,69%,Yes,2133,100,112,115,0,327,0,0,0,0,26,353,No,No,0,353,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
1/22/2015 12:20:50,1/18/2015,Stavan1828,Manali Stavan Trivedi,69%,Yes,2173,100,112,93,0,305,0,10,0,10,38,353,No,No,0,353,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
1/23/2015 15:29:54,1/22/2015,davimcjr,Davi,69%,Yes,2133,100,112,99,0,311,0,4,0,4,38,353,No,No,0,353,Yes,1/23/2015,,,,,,,FSW,,0,0,0,0,0
1/28/2015 21:33:42,1/28/2015,papushka,Joanna,69%,No,2173,85,112,118,0,315,0,0,0,0,38,353,No,No,0,353,Yes,1/21/2015,,,,,,,FSW,,0,0,0,0,0
2/19/2015 3:42:37,2/18/2015,ShankyNeha,Neha,69%,Yes,2173,100,112,89,0,301,0,14,0,14,25,353,No,No,0,353,Yes,1/1/2015,No,,,,,,FSW,,13,13,13,0,13
3/21/2015 21:03:41,3/21/2015,PabstRodrigo,Rodrigo,69%,No,2175,100,112,95,0,307,8,0,0,8,38,353,No,No,0,353,No,,No,,,,,,,,0,0,0,0,0
3/24/2015 12:10:52,3/24/2015,shivaG,shiva kumar,69%,No,4011,95,126,70,0,291,9,3,0,12,50,328,No,No,0,353,No,,No,,,,,,FSW,,,,,,
12/25/2014 20:57:58,12/25/2014,BT LeonHua,,70%,Yes,2132,110,120,96,0,326,0,0,,0,26,352,No,No,0,352,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/31/2014 11:43:25,12/31/2014,sammanne,latha,70%,Yes,4011,95,126,92,0,313,0,0,0,0,39,352,No,No,0,352,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 1:44:25,1/2/2015,taju,Tajinder,70%,No,3132,,,,,252,,,,35,65,352,No,No,0,352,Yes,1/1/2015,,,,,,,,,287,287,0,0,0
1/2/2015 19:29:32,1/1/2015,orangel123,Orangel,70%,Yes,2173,70,112,112,0,294,8,12,0,20,38,352,No,No,0,352,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 23:36:12,8/23/1984,Canada Visa,Amir Hashmi,70%,No,113,30,119,88,0,302,0,0,0,0,50,352,No,No,0,352,No,1/1/2015,,,,,,,FSW,,65,65,0,0,0
1/21/2015 11:29:00,1/3/2015,pankajmeer,Pankaj,70%,Yes,2171,90,112,112,0,314,,,,0,38,352,No,No,0,352,Yes,1/20/2015,,,,,,,FSW,,0,0,0,0,0
1/27/2015 22:42:42,1/27/2015,olga4788,,70%,Yes,2281,100,112,109,,321,,5,,5,26,352,No,No,0,352,Yes,1/24/2015,,,,,,,FSW,,0,0,0,0,0
3/23/2015 2:28:58,3/22/2015,Jazz11,jaspreet,70%,No,2282,110,98,91,40,339,,,,0,13,352,No,No,0,352,Yes,2/9/2015,No,,,,,,CEC,,,,,,
12/3/2014 20:16:05,12/3/2014,,Capri,71%,No,2171,65,126,86,0,277,10,14,0,24,50,351,No,No,0,351,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/7/2014 14:36:51,3/15/2014,expatreddy,Swetha,71%,No,2173,100,112,64,0,276,8,4,0,12,63,351,No,No,0,351,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/16/2014 13:56:42,12/16/2014,ruqsana,Ruqsana,71%,No,311,88,120,105,,313,,,,0,38,351,No,No,0,351,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/23/2015 1:10:32,5/2/1979,sergioBB,sergio,71%,No,711,65,126,88,0,279,10,12,0,22,50,351,No,No,0,351,No,,,,,,,,FSW,,0,0,0,0,0
3/21/2015 12:37:08,3/21/2015,ykhan60,Yasir,71%,No,1,110,135,88,0,235,0,0,0,0,13,351,No,No,0,351,No,,No,,,,,,,,5,5,103,0,103
3/23/2015 2:02:04,1/14/2015,craig780,chirag,71%,No,7246,100,91,99,35,325,0,0,0,0,26,351,Yes,No,0,351,Yes,1/13/2015,No,,,,,,"FSW, CEC",,,,,,
1/18/2015 20:15:27,12/3/2014,Carmageddon,Undisclosed,72%,No,2172,95,112,105,,309,0,,,2,38,350,No,No,0,350,Yes,1/1/2015,,,,,,,FSW,,0,0,1,0,1
,12/3/2014,Ajay Pal,Ajay Pal,72%,No,,100,112,88,0,300,0,0,0,0,50,350,No,No,0,350,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/10/2014 23:00:17,12/9/2014,Ch007,Ch007,72%,Yes,2174,100,126,76,0,302,10,12,0,22,26,350,No,No,0,350,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/30/2014 11:27:10,12/30/2014,Born2Burn,Born2Burn,72%,Yes,2132,110,120,82,0,312,0,0,0,0,38,350,No,No,0,350,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/31/2014 20:59:21,12/31/2014,udaymaddigatla,Uday Kumar Maddigatla,72%,No,2171,85,126,89,0,300,0,0,0,0,50,350,No,No,0,350,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/7/2015 18:47:39,1/7/2015,jy_k,JayaKamal,72%,No,2173,70,126,96,0,292,8,0,0,8,50,350,No,No,0,350,Yes,1/7/2015,,,,,,,FSW,,0,0,0,0,0
1/9/2015 15:10:34,1/5/2015,Micmide2015,,72%,No,712,85,119,96,0,300,,,,0,50,350,No,No,0,350,Yes,1/5/2015,,,,,,,FSW,,0,0,0,0,0
1/14/2015 15:12:51,1/14/2015,cndhu,cndhu,72%,No,2173,100,112,76,,288,10,14,,24,38,337,No,No,0,350,Yes,1/14/2015,,,,,,,"FSW, PNP",,0,-13,0,13,-13
1/25/2015 16:29:31,1/5/2015,honeybadger,honeybadger,72%,Yes,2174,85,112,115,,312,,,,0,38,350,No,No,0,350,Yes,1/23/2015,,,,,,,FSW,,0,0,0,0,0
1/29/2015 16:25:46,1/29/2015,manoj518,Manoj,72%,No,2173,85,112,103,0,300,0,12,0,12,38,350,No,No,0,350,Yes,1/29/2015,,,,,,,FSW,,0,0,0,0,0
1/17/2015 21:27:03,12/17/2014,maharsh,Maharsh,73%,No,2173,80,119,76,0,275,10,14,,24,50,349,No,No,0,349,Yes,1/1/2015,,,,,,,FSW,,0,0,0,0,0
1/3/2015 22:01:35,1/3/2015,skothekar2010,Shrinivas Kothekar,73%,No,2211,75,140,96,0,311,0,0,0,0,38,349,No,No,0,349,Yes,4/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 19:01:28,1/4/2015,bperwaize,Bilal,73%,Yes,213,75,112,112,0,299,0,12,0,12,13,312,No,No,0,349,Yes,4/1/2015,,,,,,,,,25,-12,25,37,-12
1/14/2015 0:52:02,1/13/2015,betorocks,Eduardo,73%,Yes,2171,90,112,109,0,311,0,0,0,0,38,349,No,No,0,349,Yes,1/13/2015,,,,,,,FSW,,0,0,0,0,0
1/25/2015 16:52:51,1/25/2015,arora23,Prabh,73%,Yes,2147,90,112,109,0,311,,,,0,38,349,No,No,0,349,Yes,1/5/2015,,,,,,,FSW,,0,0,0,0,0
2/4/2015 18:54:35,1/20/2015,cheesu,s.thapa,73%,No,2221,95,119,76,0,290,9,0,0,9,50,349,No,No,0,349,Yes,2/2/2015,No,,,,,,FSW,,0,0,0,0,0
3/12/2015 4:24:33,3/11/2015,LiaFook!,Victor Lia Fook,73%,,2175,100,112,99,,311,,,,0,38,349,No,No,0,349,Yes,3/11/2015,No,,,,,,FSW,,0,0,0,0,0
3/19/2015 12:56:36,3/19/2015,Duster,Duster,73%,Yes,122,88,120,103,0,311,,,,0,38,349,No,No,0,349,Yes,2/13/2015,No,,,,,,,,0,0,0,0,0
12/23/2014 14:35:43,12/23/2014,Navraj,Navraj,74%,Yes,1212,100,112,90,0,302,2,6,0,8,38,348,No,No,0,348,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/1/2015 16:28:06,1/1/2015,envishri,Shri,74%,No,2263,95,119,76,0,290,8,,,8,50,348,No,No,0,348,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 1:27:44,1/2/2015,palak.pandya,Palak,74%,Yes,2172,80,112,118,25,335,,,,0,13,348,No,No,0,348,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
3/14/2015 15:22:54,3/14/2015,sivamind,Siva,74%,No,2171,77,135,86,0,298,0,0,0,0,50,348,No,No,0,348,Yes,2/12/2015,No,,,,,,FSW,,0,0,0,0,0
3/18/2015 22:57:58,3/18/2015,1759,Adumaya1,74%,No,3131,55,135,108,0,298,0,0,0,0,50,348,No,No,0,348,Yes,2/18/2015,No,,,,,,,,0,0,0,0,0
12/22/2014 23:24:33,12/22/2014,sanxyz,Sandhya vali,75%,No,1244,85,126,83,0,294,9,6,0,15,38,347,No,No,0,347,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/6/2015 12:44:05,10/27/2014,Mbleague,,75%,Yes,3012,95,126,64,,285,,16,0,24,38,347,No,No,0,347,No,1/2/2015,,,,,,,FSW,,8,8,0,0,0
3/13/2015 16:06:12,3/20/2015,PayVish,Payal,75%,Yes,2171,95,126,70,0,291,0,6,0,6,50,347,No,No,0,347,Yes,2/20/2015,No,,,,,,FSW,,0,0,0,0,0
,12/3/2014,iamdare,NA,75%,Yes,,110,120,116,0,346,0,0,0,0,0,346,No,No,0,346,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/4/2014 12:02:24,12/4/2014,iawz,Imran,75%,Yes,2171,85,112,89,0,286,8,14,0,22,38,346,No,No,0,346,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/15/2015 23:07:00,1/15/2015,dandanrvm,Daniela,75%,No,1111,83,135,90,0,308,10,3,0,13,25,346,No,No,0,346,No,,,,,,,,"FSW, PNP",,0,0,0,0,0
12/4/2014 3:14:55,12/3/2014,aremite,,76%,No,2131,60,126,88,0,274,9,12,0,21,50,345,No,No,0,345,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/23/2014 20:25:53,12/23/2014,Ravish Fatima,Ravish Fatima,76%,Yes,2133,100,112,88,0,300,7,12,0,19,13,332,No,No,0,345,Yes,1/1/2015,,,,,,,,,13,0,13,13,0
1/17/2015 16:14:32,1/16/2015,Gabbana,Gabbana,76%,Yes,1111,100,112,95,,307,0,0,0,13,25,345,No,No,0,345,Yes,1/17/2015,,,,,,,"FSW, PNP",,13,13,0,0,0
2/23/2015 14:02:50,2/23/2015,josephmarzbani,Yousef Marzbani,76%,No,2241,85,91,125,0,301,2,4,0,6,38,345,No,No,0,345,No,,No,,,,,,FSW,,0,0,0,0,0
3/23/2015 10:08:58,3/23/2015,Melwin TJ,melwin,76%,Yes,2133,90,112,83,,285,10,12,,22,38,345,No,No,0,345,No,,No,,,,,,FSW,,,,,,
12/3/2014 6:53:56,12/4/2014,freexyg,freexyg,76%,Yes,111,72,120,102,0,294,0,0,0,0,50,344,No,No,0,344,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 1:03:35,1/2/2015,Mehr63,Mehran,76%,No,2174,95,112,99,0,306,0,0,0,0,38,344,No,No,0,344,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
2/10/2015 4:02:55,2/9/2015,yaros,yaros,76%,No,2283,110,98,83,40,331,,,,0,13,344,No,No,0,344,Yes,2/5/2015,No,,,,,,CEC,,0,0,0,0,0
3/22/2015 1:10:24,3/21/2015,TAB,TAB,76%,No,2171,90,112,96,0,298,8,0,0,8,25,344,No,No,0,344,Yes,2/21/2015,No,,,,,,,,13,13,13,0,13
3/25/2015 23:12:23,3/25/2015,deeptj,deep,76%,No,2232,100,112,76,0,288,10,8,0,18,38,344,No,No,0,344,No,,No,,,,,,"FSW, PNP",,,,,,
12/3/2014 13:20:59,12/3/2014,singhh,HS,77%,No,1,100,119,64,0,283,9,1,0,10,50,343,No,No,0,343,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/7/2014 15:09:00,12/7/2014,Mohammad60,Mohammad,77%,Yes,2133,80,112,105,0,297,8,0,0,8,38,343,No,No,0,343,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/28/2014 20:37:33,12/28/2014,ansh437,ansh,77%,No,1,77,135,80,,292,0,0,0,0,50,342,No,No,0,342,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/29/2014 14:38:31,12/29/2014,becylu,becylu,77%,Yes,113,110,98,96,0,304,0,0,0,0,38,342,No,No,0,342,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 22:36:29,1/2/2015,sepidoo,sepideh,77%,No,2174,110,120,74,0,304,0,0,0,0,38,342,No,No,0,342,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/12/2015 10:40:08,1/12/2015,jkal,,77%,No,2174,,,,,342,,,,0,0,342,No,No,0,342,Yes,1/12/2015,,,,,,,FSW,,342,342,0,0,0
12/4/2014 9:07:36,12/4/2014,DesireCA,,78%,No,2232,100,112,77,0,289,8,6,0,14,38,341,No,No,0,341,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 18:15:08,12/30/2014,a_r81,Aman,78%,Yes,2133,90,119,82,,291,0,,,0,50,341,No,No,0,341,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/8/2015 16:02:23,1/7/2015,ELLAC,EC,78%,No,2174,75,112,102,0,289,0,14,0,14,38,341,No,No,0,341,Yes,1/7/2015,,,,,,,FSW,,0,0,0,0,0
1/14/2015 16:51:24,1/14/2015,hemanth,hemanth,78%,No,2171,100,91,92,0,283,8,12,0,20,38,341,No,No,0,341,Yes,1/14/2015,,,,,,,"FSW, PNP",,0,0,0,0,0
1/30/2015 7:58:54,1/27/2015,MariaF,Maria,78%,Yes,1111,,,,,303,,,,0,38,341,No,No,0,341,Yes,1/29/2015,,,,,,,FSW,,303,303,0,0,0
2/2/2015 11:11:38,2/2/2015,5342562,dmrc,78%,,6242,105,119,88,0,312,9,20,0,29,0,341,No,No,0,341,No,,No,,,,,,FSW,,0,0,0,0,0
3/20/2015 22:06:50,3/16/2015,Mike21,Michael,78%,Yes,124,100,112,83,0,295,0,8,0,8,38,341,No,No,0,341,Yes,3/16/2015,No,,,,,,,,0,0,0,0,0
3/27/2015 19:34:50,3/27/2015,shubhalwow,Shubhal,78%,Yes,1111,80,126,83,25,314,0,2,0,2,25,341,No,No,0,341,Yes,1/3/2015,No,,,,,,FSW,,,,,,
3/27/2015 19:39:01,3/27/2015,shubhalwow,Shubhal,78%,Yes,1111,80,126,83,0,314,0,2,0,2,25,341,No,No,0,341,Yes,1/3/2015,No,,,,,,FSW,,,,,,
12/21/2014 1:40:26,12/19/2014,a,,79%,,112,,,,,250,,,,40,50,340,,,0,340,Yes,1/1/2015,,,,,,,,,290,290,0,0,0
1/19/2015 3:22:11,1/18/2015,Goodness,Goodness,79%,Yes,4021,,,,,240,,,,0,100,340,No,No,0,340,Yes,1/17/2015,,,,,,,FSW,,240,240,0,0,0
1/26/2015 13:51:22,1/20/2015,amsunhasav,Amaranath TN,79%,Yes,2172,100,112,82,0,294,0,8,0,8,38,340,No,No,0,340,Yes,2/1/2015,,,,,,,FSW,,0,0,0,0,0
1/30/2015 21:10:42,1/30/2015,sam1981,Amad razaq,79%,Yes,111,80,112,96,0,288,0,14,0,14,38,340,No,No,0,340,Yes,1/30/2015,,,,,,,FSW,,0,0,0,0,0
2/8/2015 18:33:47,1/6/2015,Sharma_h,Rasna,79%,No,4214,55,119,88,0,262,8,20,,28,50,340,No,No,0,340,No,,No,,,,,,FSW,,0,0,0,0,0
2/17/2015 18:48:17,2/17/2015,cad224a678,Smileforever,79%,No,13,65,126,83,0,274,0,16,0,16,50,340,No,No,0,340,Yes,1/26/2015,No,,,,,,FSW,,0,0,0,0,0
3/14/2015 2:51:47,3/13/2015,dccm,dccm,79%,No,2171,94,120,88,0,302,0,0,0,0,38,340,No,No,0,340,Yes,3/12/2015,No,,,,,,,,0,0,0,0,0
12/8/2014 22:57:46,11/8/2014,deeps,deeps,80%,Yes,2281,75,91,76,,242,10,12,,22,75,339,No,No,0,339,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 20:00:00,1/2/2015,LarysaG,Larysa,80%,Yes,4011,60,140,89,0,289,0,0,0,0,50,339,No,No,0,339,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/28/2015 11:19:18,1/28/2015,E000222235,Kapil,80%,No,2173,100,112,89,0,301,,,,0,38,339,No,No,0,339,Yes,1/27/2015,,,,,,,FSW,,0,0,0,0,0
12/3/2014 3:09:27,12/3/2014,blackcap99,Rizwan Ali,80%,Yes,2131,80,126,82,0,288,0,0,0,0,50,338,No,No,0,338,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/28/2014 11:50:04,12/28/2014,alpesh_india,Alpesh Gupta,80%,No,2171,60,126,102,0,288,0,0,0,0,50,338,No,No,0,338,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
2/6/2015 12:43:52,1/27/2015,fathero,fathero,80%,Yes,5241,80,91,115,0,286,0,14,0,0,38,338,No,No,0,338,Yes,1/2/2015,No,,,,,,FSW,,0,0,14,0,14
3/1/2015 19:28:57,3/1/2015,jdinca22,INDIANASPIRANT,80%,Yes,2281,110,120,100,0,330,0,0,0,0,38,338,No,No,0,338,Yes,3/1/2015,No,,,,,,FSW,,-30,-30,-30,0,-30
3/21/2015 16:11:16,3/1/1986,Sreeni01,Arun Srenivas,80%,Yes,2173,100,112,70,0,282,8,10,0,18,38,338,No,No,0,338,Yes,3/12/2015,No,,,3/12/2015,,,,,0,0,0,0,0
3/23/2015 23:31:25,3/1/2015,jdinca22,INDIANASPIRANT,80%,Yes,2281,110,120,100,0,330,0,0,0,0,38,368,No,No,0,338,Yes,3/1/2015,No,,,,,,FSW,,-30,0,-30,-30,0
12/3/2014 13:41:32,12/3/2014,,shadsha,81%,Yes,,90,112,89,1,291,8,1,1,8,38,337,No,No,0,337,Yes,1/1/2015,,,,,,,,,-3,-3,0,0,0
1/17/2015 17:23:39,1/18/2015,rozepoo,Roze,81%,Yes,2113,65,126,96,0,287,0,0,0,0,25,337,No,No,0,337,Yes,1/4/2015,,,,,,,FSW,,25,25,25,0,25
2/3/2015 13:57:13,9/1/2015,sanjit,Sanjit,81%,Yes,2174,75,126,86,0,287,0,0,0,0,50,337,No,No,0,337,Yes,2/3/2015,No,,,,,,FSW,,0,0,0,0,0
2/20/2015 12:19:56,2/20/2015,abhi@7982,Abhilasha Tripathi,81%,No,2171,85,112,115,0,312,0,12,,12,13,337,No,No,0,337,Yes,1/3/2015,No,,,,,,"FSW, PNP",,0,0,0,0,0
3/21/2015 15:48:33,3/21/2015,basoom,basim,81%,Yes,3131,85,112,102,0,299,0,0,0,0,38,337,No,No,0,337,Yes,2/28/2015,No,,,,,,,,0,0,0,0,0
